uso_cpu_percent,uso_ram_percent,uso_gpu_percent,uso_disco_percent,temperatura_c,status_crash
78.38,86.8,53.31,88.49,83.21,1
55.42,51.66,63.15,57.7,60.55,1
0.52,47.22,54.29,22.11,26.31,0
76.1,92.78,12.94,26.91,73.67,1
3.53,36.35,37.58,80.31,29.89,0
74.57,86.76,9.91,4.41,77.81,1
20.25,56.14,62.3,99.21,34.35,0
95.81,58.7,44.69,13.04,82.1,1
36.79,41.22,77.8,79.61,53.79,1
32.69,63.71,22.05,39.48,52.73,0
14.89,42.64,16.46,49.22,42.14,0
30.56,18.34,40.63,88.07,44.4,0
87.67,38.12,92.66,41.29,77.71,1
99.63,15.54,71.04,53.75,87.25,1
36.83,98.16,41.89,4.93,53.3,0
44.86,97.09,51.73,0.23,64.34,1
72.21,48.59,8.42,24.48,63.09,0
88.62,76.91,98.46,68.06,82.07,1
59.3,44.39,66.64,12.13,58.92,0
39.15,72.04,28.54,11.38,45.23,0
41.26,83.46,58.58,41.1,59.59,0
69.56,95.47,10.95,64.78,74.46,1
0.32,49.02,96.58,71.21,32.44,0
61.96,81.58,17.48,17.85,71.78,1
35.55,37.6,64.8,7.96,48.93,0
79.42,99.18,24.55,94.04,75.49,1
9.3,17.19,71.76,26.07,46.51,0
58.82,66.3,77.68,85.33,64.06,1
48.1,71.06,67.34,86.35,62.53,1
64.23,73.48,61.45,77.25,68.57,1
6.49,25.23,89.25,16.88,24.65,0
58.0,94.78,7.86,82.18,54.58,1
56.15,30.4,33.09,76.93,60.79,0
56.07,67.93,24.83,59.67,68.92,1
60.35,33.93,98.8,33.72,70.15,0
67.65,41.11,38.94,26.25,75.16,0
80.5,61.45,73.26,12.19,73.36,1
26.98,50.46,68.47,50.98,54.27,1
82.5,28.62,21.21,58.53,74.68,1
49.83,29.53,23.9,35.93,60.96,0
7.71,50.54,28.13,47.54,34.57,0
5.86,79.37,41.11,36.35,32.64,0
33.42,91.33,23.43,64.1,56.75,0
78.49,22.15,1.97,90.13,73.57,1
70.77,48.41,87.94,16.39,65.71,1
78.86,23.52,96.56,38.14,77.42,1
51.73,16.41,34.16,14.09,59.04,0
44.02,71.25,33.85,62.49,73.3,0
14.75,66.21,0.71,72.89,42.23,0
32.82,28.86,68.03,93.19,47.64,0
43.4,34.87,82.54,27.89,50.76,0
8.86,17.02,14.66,95.02,25.91,0
22.06,85.97,15.97,6.33,38.11,0
59.82,97.85,79.01,60.3,66.47,1
73.57,26.51,61.63,5.71,81.28,0
99.83,34.68,4.49,89.38,95.51,1
93.31,88.81,62.25,52.98,87.13,1
64.26,93.75,30.89,66.93,66.94,1
42.12,50.67,36.87,83.16,56.62,0
63.62,19.3,76.97,15.03,65.58,0
78.57,18.35,81.09,3.86,85.73,0
11.83,63.79,40.04,87.89,36.15,0
40.99,48.4,94.72,31.49,54.16,0
83.98,17.44,40.65,12.9,69.31,0
38.38,64.58,77.18,46.85,52.05,1
57.19,15.96,48.39,59.83,68.49,1
58.78,81.93,89.75,3.1,59.93,0
18.45,41.05,90.78,27.49,37.31,0
36.22,18.42,8.74,3.28,55.7,0
33.45,65.01,93.65,42.03,42.69,0
2.62,48.8,82.55,89.51,36.86,1
2.42,97.77,79.13,98.27,28.79,1
83.17,61.26,20.09,63.7,77.96,1
27.31,38.4,80.51,16.16,40.76,0
51.81,75.3,85.01,90.58,62.97,1
29.87,38.08,28.92,51.62,60.22,0
94.07,91.86,95.23,15.37,90.35,1
25.93,46.85,4.99,92.17,41.24,0
42.97,61.74,14.99,75.75,61.46,1
87.27,19.3,53.76,73.17,80.78,1
84.19,51.22,57.58,70.92,87.39,1
18.61,85.75,64.52,20.03,45.2,0
80.26,83.48,1.7,21.1,63.44,1
45.82,34.07,96.04,68.83,52.47,0
48.3,34.22,4.46,21.97,63.7,0
13.35,84.47,14.31,43.87,38.77,0
8.06,94.08,1.4,78.2,29.72,0
72.79,23.11,56.69,78.4,70.51,0
49.65,53.25,93.23,45.33,50.26,1
43.69,43.68,66.59,79.22,55.77,1
72.95,89.01,82.27,83.86,84.82,1
76.55,22.1,1.33,65.48,79.96,0
15.89,32.95,54.2,22.84,50.49,0
61.02,78.96,45.96,27.4,71.03,1
13.54,19.36,49.9,31.48,43.26,0
75.14,56.87,7.22,11.68,84.95,0
65.7,52.58,68.44,27.32,71.3,1
95.66,43.42,50.32,20.95,86.46,1
6.9,48.54,76.51,45.53,39.3,0
5.71,60.04,48.53,90.84,40.69,0
28.22,28.72,14.94,10.45,44.53,0
